
 mi.net.adj.matrix.wt = 

            v1 v2         v3         v4          v5 v6        v7         v8 v9
v147 0.2531099  0 2.77510045 0.86003790 0.903120998  0 0.2531099 0.00000000  0
v148 0.0000000  0 0.00000000 0.00000000 0.000000000  0 0.0000000 0.00000000  0
v149 0.0000000  0 0.60086496 0.06850412 2.796616274  0 0.0000000 0.59613575  0
v150 0.0000000  0 0.00000000 0.00000000 0.000000000  0 0.0000000 0.00000000  0
v151 0.4866600  0 0.00000000 0.00000000 0.000000000  0 0.4866600 0.00000000  0
v152 1.0943719  0 0.00000000 0.00000000 0.000000000  0 1.0943719 0.20557602  0
v153 0.0000000  0 0.00000000 0.00000000 1.379184933  0 0.0000000 0.38319881  0
v154 0.0000000  0 0.00000000 0.85593800 0.849656723  0 0.0000000 4.26356478  0
v155 0.0000000  0 0.00000000 0.00000000 0.000000000  0 0.0000000 0.00000000  0
v156 1.1787725  0 3.54873532 0.00000000 0.000000000  0 1.1787725 0.20065172  0
v157 0.0000000  0 0.00000000 0.00000000 0.000000000  0 0.0000000 0.00000000  0
v158 0.0000000  0 0.00000000 0.00000000 0.000000000  0 0.0000000 0.00000000  0
v159 0.1652841  0 0.00000000 2.95927983 0.000000000  0 0.1652841 1.26325424  0
v160 1.0943719  0 0.00000000 0.00000000 0.000000000  0 1.0943719 0.20557602  0
v161 0.0000000  0 0.00000000 0.00000000 0.000000000  0 0.0000000 0.00000000  0
v162 3.8549450  0 0.00000000 0.00000000 0.226161555  0 3.8549450 1.58907536  0
v163 0.0000000  0 0.68014642 0.06850412 0.000000000  0 0.0000000 0.00000000  0
v164 1.0943719  0 0.00000000 0.00000000 0.000000000  0 1.0943719 0.20557602  0
v165 1.4259225  0 0.00000000 0.89536554 0.000000000  0 1.4259225 0.00000000  0
v166 0.0000000  0 0.00000000 0.00000000 0.000000000  0 0.0000000 0.00000000  0
v167 0.0000000  0 0.62502005 0.06850412 0.000000000  0 0.0000000 0.00000000  0
v168 1.1902087  0 0.00000000 0.00000000 0.000000000  0 1.1902087 4.26778092  0
v169 0.0000000  0 0.00000000 0.00000000 1.190208667  0 0.0000000 0.00000000  0
v170 4.1612490  0 0.00000000 0.06850412 0.000000000  0 4.1612490 0.00000000  0
            v10        v11         v12       v13        v14        v15 v16
v1   0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v2   0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v3   0.60086496 2.58814903 0.000000000 0.3181595 0.65435520 2.58814903   0
v4   0.06850412 0.85540771 0.000000000 0.0000000 0.06850412 0.85540771   0
v5   2.79661627 0.79971837 0.008096516 0.4322536 2.93383419 0.79971837   0
v6   0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v7   0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v8   0.59613575 0.00000000 0.000000000 0.0000000 0.59627817 0.00000000   0
v9   0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v10  0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v11  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v12  2.98962600 0.91748446 0.000000000 0.0000000 0.00000000 0.91748446   0
v13  0.00000000 1.55067706 0.000000000 0.0000000 4.29875736 1.55067706   0
v14  0.01303201 2.77598991 0.000000000 4.2987574 0.00000000 2.77598991   0
v15  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v16  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v17  0.00000000 0.54597117 0.000000000 5.1743081 1.65496170 0.54597117   0
v18  0.04014779 0.79595746 0.000000000 0.0000000 0.04014779 0.79595746   0
v19  1.10397231 0.00000000 0.230738449 0.0000000 0.00000000 0.00000000   0
v20  0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v21  0.00000000 0.45065256 0.000000000 0.0000000 0.00000000 0.45065256   0
v22  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v23  2.79661627 0.79971837 0.008096516 0.4322536 2.93383419 0.79971837   0
v24  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v25  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
